udi,product_id,type,air_temperature,process_temperature,rpm,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,power_consumption,temp_diff,type_encoded
8518,M23377,M,298.3,309.6,1469,54.8,191,0,0,0,0,0,0,8430.065950838754,11.300000000000011,1
8519,M23378,M,298.3,309.6,1681,27.1,194,0,0,0,0,0,0,4770.518916451613,11.300000000000011,1
8520,L55699,L,298.3,309.6,1420,44.1,197,0,0,0,0,0,0,6557.760505103334,11.300000000000011,0
8521,M23380,M,298.3,309.5,1543,49.9,199,0,0,0,0,0,0,8062.970849266787,11.199999999999989,1
8522,L55701,L,298.4,309.5,1376,50.4,202,0,0,0,0,0,0,7262.356905450452,11.100000000000023,0
8523,H37936,H,298.3,309.4,1631,29.8,0,0,0,0,0,0,0,5089.77803388492,11.099999999999966,2
8524,H37937,H,298.3,309.3,1529,41.7,5,0,0,0,0,0,0,6676.858282600924,11.0,2
8525,L55704,L,298.3,309.4,1468,46.2,10,0,0,0,0,0,0,7102.261343823518,11.099999999999966,0
8526,L55705,L,298.3,309.4,1378,52.3,12,0,0,0,0,0,0,7547.0899196208065,11.099999999999966,0
8527,L55706,L,298.3,309.3,1401,51.9,14,0,0,0,0,0,0,7614.3723622851885,11.0,0
8528,L55707,L,298.4,309.3,1531,37.4,16,0,0,0,0,0,0,5996.190346298647,10.900000000000034,0
8529,L55708,L,298.4,309.3,1512,35.8,18,0,0,0,0,0,0,5668.438456725135,10.900000000000034,0
8530,M23389,M,298.5,309.4,1522,47.4,20,0,0,0,0,0,0,7554.7763496465905,10.899999999999977,1
8531,M23390,M,298.5,309.3,1615,31.8,23,0,0,0,0,0,0,5378.092463680367,10.800000000000011,1
8532,L55711,L,298.6,309.3,1449,46.5,26,0,0,0,0,0,0,7055.860020329997,10.699999999999989,0
8533,L55712,L,298.6,309.4,1315,55.5,28,0,0,0,0,0,0,7642.7095280205685,10.799999999999955,0
8534,M23393,M,298.6,309.4,1465,41.1,30,0,0,0,0,0,0,6305.333535387395,10.799999999999955,1
8535,M23394,M,298.6,309.5,1404,43.3,33,0,0,0,0,0,0,6366.2490169405,10.899999999999977,1
8536,L55715,L,298.6,309.5,1547,44.8,36,0,0,0,0,0,0,7257.665460421092,10.899999999999977,0
8537,M23396,M,298.6,309.5,1426,45.4,38,0,0,0,0,0,0,6779.598834348822,10.899999999999977,1
8538,L55717,L,298.6,309.5,1730,30.2,41,0,0,0,0,0,0,5471.188325981744,10.899999999999977,0
8539,L55718,L,298.5,309.4,1548,37.7,43,0,0,0,0,0,0,6111.4030208812965,10.899999999999977,0
8540,L55719,L,298.5,309.4,1517,40.2,45,0,0,0,0,0,0,6386.16671436426,10.899999999999977,0
8541,L55720,L,298.6,309.5,1687,29.3,47,0,0,0,0,0,0,5176.203247785174,10.899999999999977,0
8542,L55721,L,298.5,309.5,1738,25.2,49,0,0,0,0,0,0,4586.473946828812,11.0,0
8543,H37956,H,298.4,309.4,1512,35.3,51,0,0,0,0,0,0,5589.270321854672,11.0,2
8544,M23403,M,298.5,309.4,1365,48.7,56,0,0,0,0,0,0,6961.298081456944,10.899999999999977,1
8545,H37958,H,298.5,309.4,2011,21.0,59,0,0,0,0,0,0,4422.419978458352,10.899999999999977,2
8546,L55725,L,298.4,309.3,1806,27.6,64,0,0,0,0,0,0,5219.8190257925135,10.900000000000034,0
8547,L55726,L,298.4,309.3,1716,28.4,66,0,0,0,0,0,0,5103.454433903547,10.900000000000034,0
8548,M23407,M,298.4,309.4,1666,24.3,68,0,0,0,0,0,0,4239.453622313283,11.0,1
8549,L55728,L,298.5,309.4,1578,36.3,71,0,0,0,0,0,0,5998.494180911279,10.899999999999977,0
8550,L55729,L,298.3,309.3,1558,37.2,73,0,0,0,0,0,0,6069.3056793231935,11.0,0
8551,L55730,L,298.3,309.2,1456,45.5,75,0,0,0,0,0,0,6937.47433716722,10.899999999999977,0
8552,M23411,M,298.2,309.1,1457,49.0,77,0,0,0,0,0,0,7476.25747725787,10.900000000000034,1
8553,L55732,L,298.2,309.1,1467,44.5,80,0,0,0,0,0,0,6836.262693844069,10.900000000000034,0
8554,M23413,M,298.1,309.0,1661,38.2,82,0,0,0,0,0,0,6644.489406293437,10.899999999999977,1
8555,L55734,L,298.1,309.0,1592,33.9,85,0,0,0,0,0,0,5651.599520101894,10.899999999999977,0
8556,L55735,L,298.2,309.0,1596,37.2,87,0,0,0,0,0,0,6217.337525160345,10.800000000000011,0
8557,L55736,L,298.2,309.0,1489,40.6,89,0,0,0,0,0,0,6330.6652441508395,10.800000000000011,0
8558,L55737,L,298.3,309.0,1471,48.3,91,0,0,0,0,0,0,7440.265297423243,10.699999999999989,0
8559,M23418,M,298.3,309.0,1505,41.3,93,0,0,0,0,0,0,6509.013459095132,10.699999999999989,1
8560,L55739,L,298.3,309.0,1519,40.0,96,0,0,0,0,0,0,6362.772321070527,10.699999999999989,0
8561,L55740,L,298.3,309.0,1408,45.4,98,0,0,0,0,0,0,6694.021850465035,10.699999999999989,0
8562,L55741,L,298.2,308.9,1332,44.4,100,0,0,0,0,0,0,6193.210093580774,10.699999999999989,0
8563,L55742,L,298.1,308.9,1351,52.4,102,0,0,0,0,0,0,7413.362792333002,10.799999999999955,0
8564,L55743,L,298.0,308.9,1500,36.7,104,0,0,0,0,0,0,5764.82251933727,10.899999999999977,0
8565,M23424,M,298.0,308.7,1614,30.7,106,0,0,0,0,0,0,5188.8429222281175,10.699999999999989,1
8566,L55745,L,298.0,308.8,1489,36.5,109,0,0,0,0,0,0,5691.3616111208285,10.800000000000011,0
8567,M23426,M,297.9,308.7,1751,26.6,111,0,0,0,0,0,0,4877.490146306345,10.800000000000011,1
8568,L55747,L,298.0,308.7,1511,45.8,114,0,0,0,0,0,0,7247.00498934991,10.699999999999989,0
8569,L55748,L,297.9,308.6,1691,29.6,116,0,0,0,0,0,0,5241.600734857403,10.700000000000045,0
8570,L55749,L,297.9,308.6,1757,27.5,118,0,0,0,0,0,0,5059.796767994161,10.700000000000045,0
8571,H37984,H,297.9,308.7,1545,35.9,120,0,0,0,0,0,0,5808.333577589489,10.800000000000011,2
8572,L55751,L,297.9,308.6,2262,15.7,125,0,0,0,0,0,0,3718.9545514665247,10.700000000000045,0
8573,M23432,M,297.7,308.5,1559,35.2,127,0,0,0,0,0,0,5746.685057750546,10.800000000000011,1
8574,L55753,L,297.6,308.4,1626,32.4,130,0,0,0,0,0,0,5516.888027115963,10.799999999999955,0
8575,L55754,L,297.6,308.3,1424,53.9,132,0,0,0,0,0,0,8037.618196552318,10.699999999999989,0
8576,M23435,M,297.6,308.3,1648,29.1,134,0,0,0,0,0,0,5022.024352322499,10.699999999999989,1
8577,L55756,L,297.6,308.3,1523,39.5,137,0,0,0,0,0,0,6299.783388366052,10.699999999999989,0
8578,L55757,L,297.6,308.3,1502,43.2,139,0,0,0,0,0,0,6794.8879185962915,10.699999999999989,0
8579,L55758,L,297.5,308.2,1489,40.7,141,0,0,0,0,0,0,6346.258015688158,10.699999999999989,0
8580,M23439,M,297.4,308.1,1620,31.2,143,0,0,0,0,0,0,5292.955302768083,10.700000000000045,1
8581,L55760,L,297.5,308.1,1631,30.6,146,0,0,0,0,0,0,5226.416370365052,10.600000000000023,0
8582,M23441,M,297.5,308.0,1429,45.8,148,0,0,0,0,0,0,6853.719477022516,10.5,1
8583,M23442,M,297.5,308.1,1334,72.0,151,1,0,0,1,0,0,10058.123039733082,10.600000000000023,1
8584,L55763,L,297.4,308.0,1423,38.0,154,0,0,0,0,0,0,5662.616038340482,10.600000000000023,0
8585,L55764,L,297.4,307.9,1390,47.7,156,0,0,0,0,0,0,6943.233923698802,10.5,0
8586,M23445,M,297.4,307.9,1338,48.5,158,0,0,0,0,0,0,6795.5790689800815,10.5,1
8587,H38000,H,297.3,307.9,1461,37.5,161,0,0,0,0,0,0,5737.333583618359,10.599999999999966,2
8588,M23447,M,297.4,307.9,1627,34.3,166,0,0,0,0,0,0,5844.001126183244,10.5,1
8589,L55768,L,297.3,307.8,1385,44.4,169,0,0,0,0,0,0,6439.636621328358,10.5,0
8590,M23449,M,297.3,307.8,1538,48.0,171,0,0,0,0,0,0,7730.831201953763,10.5,1
8591,L55770,L,297.4,307.9,1557,35.5,174,0,0,0,0,0,0,5788.227384606514,10.5,0
8592,L55771,L,297.4,307.9,1606,33.4,176,0,0,0,0,0,0,5617.209552520598,10.5,0
8593,M23452,M,297.5,308.0,1430,44.5,178,0,0,0,0,0,0,6663.84161703955,10.5,1
8594,M23453,M,297.4,308.0,1601,34.6,181,0,0,0,0,0,0,5800.908946951505,10.600000000000023,1
8595,L55774,L,297.4,308.0,1356,51.9,184,0,0,0,0,0,0,7369.799374203223,10.600000000000023,0
8596,M23455,M,297.5,308.2,1624,30.9,186,0,0,0,0,0,0,5255.004863512719,10.699999999999989,1
8597,L55776,L,297.5,308.2,1327,56.5,189,0,0,0,0,0,0,7851.415999974051,10.699999999999989,0
8598,L55777,L,297.6,308.3,1410,47.0,191,0,0,0,0,0,0,6939.778171779853,10.699999999999989,0
8599,L55778,L,297.6,308.3,1478,42.3,193,0,0,0,0,0,0,6547.016258228056,10.699999999999989,0
8600,L55779,L,297.6,308.4,1460,40.3,195,0,0,0,0,0,0,6161.500951730542,10.799999999999955,0
8601,L55780,L,297.5,308.3,1435,40.3,197,0,0,0,0,0,0,6055.995798447485,10.800000000000011,0
8602,H38015,H,297.4,308.2,1359,46.9,199,0,0,0,0,0,0,6674.533504037266,10.800000000000011,2
8603,L55782,L,297.4,308.1,1729,31.7,204,0,0,0,0,0,0,5739.616474279968,10.700000000000045,0
8604,H38017,H,297.3,308.0,1384,49.1,206,0,0,0,0,0,0,7116.168127303407,10.699999999999989,2
8605,L55784,L,297.4,308.2,1297,52.1,211,0,0,0,0,0,0,7076.301316529354,10.800000000000011,0
8606,L55785,L,297.5,308.4,1633,33.3,213,0,0,0,0,0,0,5694.545091676467,10.899999999999977,0
8607,M23466,M,297.5,308.4,1505,37.2,215,0,0,0,0,0,0,5862.840210129272,10.899999999999977,1
8608,L55787,L,297.5,308.4,1433,50.0,218,0,0,0,0,0,0,7503.170454323622,10.899999999999977,0
8609,L55788,L,297.4,308.4,1369,50.6,220,1,0,0,0,1,0,7254.084044796001,11.0,0
8610,L55789,L,297.4,308.3,1475,40.5,222,1,1,0,0,0,0,6255.6963714606745,10.900000000000034,0
8611,L55790,L,297.4,308.3,1561,38.3,0,0,0,0,0,0,0,6260.806695510515,10.900000000000034,0
8612,L55791,L,297.4,308.3,1472,45.5,2,0,0,0,0,0,0,7013.710318894332,10.900000000000034,0
8613,L55792,L,297.5,308.4,1441,44.5,4,0,0,0,0,0,0,6715.101937170623,10.899999999999977,0
8614,M23473,M,297.5,308.5,1401,50.5,6,0,0,0,0,0,0,7408.975034593488,11.0,1
8615,L55794,L,297.5,308.5,1691,33.1,9,0,0,0,0,0,0,5861.38460553311,11.0,0
8616,L55795,L,297.6,308.6,1382,47.1,11,0,0,0,0,0,0,6816.439244199918,11.0,0
8617,L55796,L,297.6,308.6,1355,46.4,13,0,0,0,0,0,0,6583.940443883249,11.0,0
8618,L55797,L,297.6,308.6,1529,45.3,15,0,0,0,0,0,0,7253.277702681578,11.0,0
8619,L55798,L,297.7,308.7,1829,24.9,17,0,0,0,0,0,0,4769.157559635058,11.0,0
8620,H38033,H,297.6,308.6,1480,39.8,19,0,0,0,0,0,0,6168.412455568438,11.0,2
8621,L55800,L,297.6,308.5,1475,42.4,24,0,0,0,0,0,0,6549.173485183522,10.899999999999977,0
8622,M23481,M,297.6,308.5,1431,52.6,26,0,0,0,0,0,0,7882.318799709862,10.899999999999977,1
8623,L55802,L,297.5,308.3,1437,42.3,29,0,0,0,0,0,0,6365.40078692403,10.800000000000011,0
8624,M23483,M,297.5,308.3,1476,45.6,31,0,0,0,0,0,0,7048.225950181773,10.800000000000011,1
8625,H38038,H,297.5,308.4,1490,39.7,34,0,0,0,0,0,0,6194.487674593235,10.899999999999977,2
8626,L55805,L,297.4,308.3,1632,33.5,39,0,0,0,0,0,0,5725.238451902039,10.900000000000034,0
8627,L55806,L,297.4,308.2,1402,49.7,41,0,0,0,0,0,0,7296.809704884822,10.800000000000011,0
8628,L55807,L,297.4,308.3,1347,45.8,43,0,0,0,0,0,0,6460.433964695123,10.900000000000034,0
8629,L55808,L,297.5,308.4,1747,31.0,45,0,0,0,0,0,0,5671.3077780154135,10.899999999999977,0
8630,H38043,H,297.5,308.5,1557,39.1,47,0,0,0,0,0,0,6375.202556003232,11.0,2
8631,L55810,L,297.4,308.4,1371,57.4,52,0,0,0,0,0,0,8240.963017043674,11.0,0
8632,H38045,H,297.3,308.3,1506,37.0,54,0,0,0,0,0,0,5835.194194777681,11.0,2
8633,L55812,L,297.3,308.3,1590,35.5,59,0,0,0,0,0,0,5910.906577729195,11.0,0
8634,L55813,L,297.4,308.3,1336,53.7,61,0,0,0,0,0,0,7512.930335500776,10.900000000000034,0
8635,L55814,L,297.3,308.3,1411,43.2,63,0,0,0,0,0,0,6383.213617269885,11.0,0
8636,L55815,L,297.4,308.3,1704,27.3,65,0,0,0,0,0,0,4871.479232362477,10.900000000000034,0
8637,L55816,L,297.5,308.4,1723,27.3,67,0,0,0,0,0,0,4925.797369343044,10.899999999999977,0
8638,L55817,L,297.5,308.5,1459,39.7,69,0,0,0,0,0,0,6065.609071967469,11.0,0
8639,L55818,L,297.6,308.5,1572,35.9,71,0,0,0,0,0,0,5909.838436226974,10.899999999999977,0
8640,L55819,L,297.5,308.4,1384,56.0,73,0,0,0,0,0,0,8116.19990079411,10.899999999999977,0
8641,L55820,L,297.6,308.6,1383,47.5,75,0,0,0,0,0,0,6879.3025131982495,11.0,0
8642,M23501,M,297.6,308.5,1360,48.6,77,0,0,0,0,0,0,6921.556934389033,10.899999999999977,1
8643,M23502,M,297.5,308.4,1596,36.6,80,0,0,0,0,0,0,6117.057887657758,10.899999999999977,1
8644,L55823,L,297.5,308.5,1448,54.3,83,0,0,0,0,0,0,8233.737353940416,11.0,0
8645,M23504,M,297.6,308.5,1443,38.2,85,0,0,0,0,0,0,5772.425173558959,10.899999999999977,1
8646,M23505,M,297.6,308.6,1492,35.5,88,0,0,0,0,0,0,5546.5865496679,11.0,1
8647,L55826,L,297.5,308.6,1497,43.9,91,0,0,0,0,0,0,6882.004282880336,11.100000000000023,0
8648,L55827,L,297.5,308.5,1530,38.5,93,0,0,0,0,0,0,6168.517175323559,11.0,0
8649,M23508,M,297.4,308.4,1478,46.2,95,0,0,0,0,0,0,7150.641870688801,11.0,1
8650,L55829,L,297.4,308.4,1328,61.8,98,0,0,0,0,0,0,8594.392190572526,11.0,0
8651,H38064,H,297.4,308.3,1771,27.4,100,0,0,0,0,0,0,5081.568005083538,10.900000000000034,2
8652,M23511,M,297.4,308.4,1564,35.0,105,0,0,0,0,0,0,5732.359395250175,11.0,1
8653,H38066,H,297.3,308.3,1461,41.5,108,0,0,0,0,0,0,6349.315832537652,11.0,2
8654,M23513,M,297.4,308.3,1335,57.9,113,0,0,0,0,0,0,8094.470551606781,10.900000000000034,1
8655,M23514,M,297.4,308.4,1441,46.8,116,0,0,0,0,0,0,7062.174621563711,11.0,1
8656,L55835,L,297.3,308.3,1268,60.6,119,0,0,0,0,0,0,8046.749759198753,11.0,0
8657,M23516,M,297.3,308.3,1697,27.4,121,0,0,0,0,0,0,4869.238229602915,11.0,1
8658,L55837,L,297.4,308.4,1421,46.0,124,0,0,0,0,0,0,6845.111513151681,11.0,0
8659,L55838,L,297.4,308.5,1496,36.4,126,0,0,0,0,0,0,5702.451433188002,11.100000000000023,0
8660,L55839,L,297.5,308.5,1375,55.6,128,0,0,0,0,0,0,8005.825278897989,11.0,0
8661,L55840,L,297.4,308.5,1295,52.1,130,0,0,0,0,0,0,7065.389518045885,11.100000000000023,0
8662,L55841,L,297.4,308.5,1643,33.8,132,0,0,0,0,0,0,5815.444048962114,11.100000000000023,0
8663,L55842,L,297.5,308.6,1514,36.9,134,0,0,0,0,0,0,5850.336671367984,11.100000000000023,0
8664,L55843,L,297.5,308.6,1671,29.4,136,0,0,0,0,0,0,5144.609297665574,11.100000000000023,0
8665,H38078,H,297.5,308.6,1355,58.9,138,0,0,0,0,0,0,8357.631296222486,11.100000000000023,2
8666,L55845,L,297.6,308.7,1365,50.6,143,0,0,0,0,0,0,7232.888766359781,11.099999999999966,0
8667,L55846,L,297.5,308.7,1407,42.5,145,0,0,0,0,0,0,6261.979556767855,11.199999999999989,0
8668,M23527,M,297.5,308.8,1455,46.1,147,0,0,0,0,0,0,7024.129934528739,11.300000000000011,1
8669,L55848,L,297.5,308.8,1502,45.9,150,0,0,0,0,0,0,7219.568413508559,11.300000000000011,0
8670,M23529,M,297.5,308.8,1471,52.3,152,0,0,0,0,0,0,8056.436336547322,11.300000000000011,1
8671,L55850,L,297.5,308.9,1581,30.4,155,0,0,0,0,0,0,5033.082758463136,11.399999999999977,0
8672,L55851,L,297.5,308.8,1530,37.8,157,0,0,0,0,0,0,6056.362317590403,11.300000000000011,0
8673,L55852,L,297.5,308.8,1312,50.3,159,0,0,0,0,0,0,6910.833631464778,11.300000000000011,0
8674,L55853,L,297.4,308.6,1494,42.6,161,0,0,0,0,0,0,6664.825982737674,11.200000000000045,0
8675,M23534,M,297.4,308.6,1528,29.1,163,0,0,0,0,0,0,4656.342967444648,11.200000000000045,1
8676,H38089,H,297.3,308.6,1688,29.4,166,0,0,0,0,0,0,5196.948231274379,11.300000000000011,2
8677,M23536,M,297.3,308.5,1520,42.4,171,0,0,0,0,0,0,6748.978777951833,11.199999999999989,1
8678,M23537,M,297.3,308.5,1664,28.9,174,0,0,0,0,0,0,5035.931135802391,11.199999999999989,1
8679,L55858,L,297.3,308.5,1514,44.5,177,0,0,0,0,0,0,7055.284061676838,11.199999999999989,0
8680,L55859,L,297.3,308.5,1456,54.2,179,0,0,0,0,0,0,8263.980419218975,11.199999999999989,0
8681,L55860,L,297.2,308.5,1494,39.6,181,0,0,0,0,0,0,6195.47204029136,11.300000000000011,0
8682,L55861,L,297.2,308.4,1605,30.0,183,0,0,0,0,0,0,5042.256209011618,11.199999999999989,0
8683,M23542,M,297.2,308.5,1353,46.5,185,0,0,0,0,0,0,6588.391033475835,11.300000000000011,1
8684,L55863,L,297.2,308.5,1447,47.9,188,0,0,0,0,0,0,7258.262363025274,11.300000000000011,0
8685,L55864,L,297.2,308.5,1588,40.4,190,0,0,0,0,0,0,6718.316833652797,11.300000000000011,0
8686,H38099,H,297.2,308.5,1524,41.4,192,0,0,0,0,0,0,6607.146341617766,11.300000000000011,2
8687,M23546,M,297.2,308.5,1611,31.6,197,0,0,0,0,0,0,5331.031405729592,11.300000000000011,1
8688,M23547,M,297.2,308.5,1604,34.9,200,0,0,0,0,0,0,5862.170003696506,11.300000000000011,1
8689,L55868,L,297.1,308.5,1483,46.9,203,0,0,0,0,0,0,7283.54171191116,11.399999999999977,0
8690,L55869,L,297.1,308.4,1543,39.6,205,0,0,0,0,0,0,6398.670253125547,11.299999999999955,0
8691,L55870,L,297.1,308.5,1323,44.4,207,1,1,0,0,0,0,6151.3640794349585,11.399999999999977,0
8692,L55871,L,297.1,308.5,1555,36.2,0,0,0,0,0,0,0,5894.7797354407685,11.399999999999977,0
8693,L55872,L,297.1,308.4,1583,31.9,2,0,0,0,0,0,0,5288.106778106043,11.299999999999955,0
8694,M23553,M,297.2,308.5,1584,40.0,4,0,0,0,0,0,0,6635.043684381643,11.300000000000011,1
8695,L55874,L,297.2,308.5,1766,25.8,7,0,0,0,0,0,0,4771.325258566034,11.300000000000011,0
8696,M23555,M,297.2,308.6,1498,44.4,9,0,0,0,0,0,0,6965.036576714715,11.400000000000034,1
8697,L55876,L,297.2,308.6,1413,49.8,12,0,0,0,0,0,0,7368.856896407146,11.400000000000034,0
8698,L55877,L,297.3,308.6,1505,33.5,14,0,0,0,0,0,0,5279.708253745446,11.300000000000011,0
8699,H38112,H,297.3,308.7,1438,46.2,16,0,0,0,0,0,0,6957.11976322767,11.399999999999977,2
8700,M23559,M,297.3,308.7,1655,34.1,21,0,0,0,0,0,0,5909.911740055559,11.399999999999977,1
8701,M23560,M,297.3,308.7,1451,43.8,24,0,0,0,0,0,0,6655.338372923832,11.399999999999977,1
8702,M23561,M,297.3,308.7,1466,38.4,27,0,0,0,0,0,0,5895.135782608175,11.399999999999977,1
8703,L55882,L,297.2,308.6,1774,23.0,30,0,0,0,0,0,0,4272.775448392358,11.400000000000034,0
8704,M23563,M,297.2,308.6,1284,51.3,32,0,0,0,0,0,0,6897.806493927893,11.400000000000034,1
8705,L55884,L,297.1,308.5,1425,40.0,35,0,0,0,0,0,0,5969.026041820606,11.399999999999977,0
8706,L55885,L,297.2,308.6,1437,52.4,37,0,0,0,0,0,0,7885.271896804236,11.400000000000034,0
8707,L55886,L,297.2,308.6,1335,53.0,39,0,0,0,0,0,0,7409.446273491527,11.400000000000034,0
8708,L55887,L,297.2,308.5,1471,41.7,41,0,0,0,0,0,0,6423.583082868515,11.300000000000011,0
8709,M23568,M,297.2,308.5,1364,54.0,43,0,0,0,0,0,0,7713.238283093659,11.300000000000011,1
8710,L55889,L,297.1,308.5,1578,35.6,46,0,0,0,0,0,0,5882.820739406104,11.399999999999977,0
8711,L55890,L,297.1,308.5,1712,32.1,48,0,0,0,0,0,0,5754.895086551927,11.399999999999977,0
8712,L55891,L,297.1,308.5,1733,28.7,50,0,0,0,0,0,0,5208.456932362029,11.399999999999977,0
8713,L55892,L,297.2,308.6,1652,32.1,52,0,0,0,0,0,0,5553.204838191463,11.400000000000034,0
8714,L55893,L,297.2,308.6,1917,24.1,54,0,0,0,0,0,0,4838.021270601746,11.400000000000034,0
8715,M23574,M,297.2,308.6,1444,41.1,56,0,0,0,0,0,0,6214.949914743615,11.400000000000034,1
8716,L55895,L,297.1,308.6,1442,37.1,59,0,0,0,0,0,0,5602.318403342582,11.5,0
8717,M23576,M,297.1,308.6,1717,31.3,61,0,0,0,0,0,0,5627.859551616267,11.5,1
8718,L55897,L,297.1,308.7,1474,42.3,64,0,0,0,0,0,0,6529.297675661811,11.599999999999966,0
8719,L55898,L,297.2,308.7,1509,39.3,66,0,0,0,0,0,0,6210.2689416897665,11.5,0
8720,L55899,L,297.2,308.8,1451,43.1,68,0,0,0,0,0,0,6548.974517648795,11.600000000000023,0
8721,L55900,L,297.3,308.8,1554,36.1,70,0,0,0,0,0,0,5874.715430359841,11.5,0
8722,L55901,L,297.2,308.7,1669,30.7,72,0,0,0,0,0,0,5365.662228747663,11.5,0
8723,L55902,L,297.2,308.6,1366,50.4,74,0,0,0,0,0,0,7209.578148870145,11.400000000000034,0
8724,L55903,L,297.2,308.6,1578,34.4,76,0,0,0,0,0,0,5684.523411111515,11.400000000000034,0
8725,M23584,M,297.2,308.6,1513,39.0,78,0,0,0,0,0,0,6179.198590345764,11.400000000000034,1
8726,M23585,M,297.1,308.5,1515,42.1,81,0,0,0,0,0,0,6679.183061164581,11.399999999999977,1
8727,L55906,L,297.2,308.6,1562,33.0,84,0,0,0,0,0,0,5397.884497397983,11.400000000000034,0
8728,L55907,L,297.2,308.7,1501,38.5,86,0,0,0,0,0,0,6051.597568732459,11.5,0
8729,M23588,M,297.2,308.7,1398,38.1,88,0,0,0,0,0,0,5577.772092742534,11.5,1
8730,L55909,L,297.3,308.7,1352,53.8,91,0,0,0,0,0,0,7617.063659991764,11.399999999999977,0
8731,H38144,H,297.3,308.7,1569,33.9,93,0,0,0,0,0,0,5569.949527035094,11.399999999999977,2
8732,H38145,H,297.2,308.6,1486,46.6,98,0,0,0,0,0,0,7251.591714624152,11.400000000000034,2
8733,L55912,L,297.2,308.6,1864,23.6,103,0,0,0,0,0,0,4606.663915615882,11.400000000000034,0
8734,M23593,M,297.3,308.7,1447,44.5,105,0,0,0,0,0,0,6743.062111787572,11.399999999999977,1
8735,L55914,L,297.2,308.6,1392,41.5,108,0,0,0,0,0,0,6049.450813752505,11.400000000000034,0
8736,L55915,L,297.3,308.6,1358,47.6,110,0,0,0,0,0,0,6769.168746738904,11.300000000000011,0
8737,L55916,L,297.3,308.7,1491,40.2,112,0,0,0,0,0,0,6276.7136263131915,11.399999999999977,0
8738,L55917,L,297.3,308.7,1556,36.7,114,0,0,0,0,0,0,5980.042560059196,11.399999999999977,0
8739,L55918,L,297.3,308.7,1531,36.7,116,0,0,0,0,0,0,5883.962184736908,11.399999999999977,0
8740,H38153,H,297.4,308.7,1429,37.6,118,0,0,0,0,0,0,5626.634330481367,11.300000000000011,2
8741,M23600,M,297.4,308.8,1573,33.9,123,0,0,0,0,0,0,5584.149525829321,11.400000000000034,1
8742,L55921,L,297.4,308.8,1538,41.2,126,0,0,0,0,0,0,6635.630115010313,11.400000000000034,0
8743,L55922,L,297.4,308.8,1467,39.0,128,0,0,0,0,0,0,5991.3313496610945,11.400000000000034,0
8744,H38157,H,297.4,308.7,1323,51.1,130,0,0,0,0,0,0,7079.610460791135,11.300000000000011,2
8745,M23604,M,297.4,308.7,1798,23.0,135,0,0,0,0,0,0,4330.58075321841,11.300000000000011,1
8746,L55925,L,297.4,308.6,1411,46.3,138,0,0,0,0,0,0,6841.268298138788,11.200000000000045,0
8747,L55926,L,297.3,308.5,1528,44.5,140,0,0,0,0,0,0,7120.524469116385,11.199999999999989,0
8748,L55927,L,297.3,308.5,1504,42.0,142,0,0,0,0,0,0,6614.9374913986685,11.199999999999989,0
8749,L55928,L,297.3,308.5,1384,39.6,144,0,0,0,0,0,0,5739.312786990121,11.199999999999989,0
8750,L55929,L,297.2,308.4,1677,26.4,146,0,0,0,0,0,0,4636.236774461673,11.199999999999989,0
8751,L55930,L,297.3,308.5,1764,30.8,148,0,0,0,0,0,0,5689.549959357259,11.199999999999989,0
8752,M23611,M,297.4,308.5,1472,42.0,150,0,0,0,0,0,0,6474.194140517846,11.100000000000023,1
8753,M23612,M,297.4,308.5,1465,55.9,153,0,0,0,0,0,0,8575.867265891857,11.100000000000023,1
8754,M23613,M,297.4,308.6,1657,33.1,156,0,0,0,0,0,0,5743.532993121445,11.200000000000045,1
8755,L55934,L,297.4,308.6,1635,30.5,159,0,0,0,0,0,0,5222.112388429634,11.200000000000045,0
8756,M23615,M,297.4,308.7,1582,31.9,161,0,0,0,0,0,0,5284.766217917726,11.300000000000011,1
8757,L55936,L,297.5,308.7,1761,26.2,164,0,0,0,0,0,0,4831.581005661886,11.199999999999989,0
8758,L55937,L,297.5,308.8,1587,34.9,166,0,0,0,0,0,0,5800.039772984011,11.300000000000011,0
8759,M23618,M,297.5,308.7,1446,53.0,168,0,0,0,0,0,0,8025.512592860486,11.199999999999989,1
8760,M23619,M,297.5,308.7,1352,53.0,171,0,0,0,0,0,0,7503.79877285434,11.199999999999989,1
8761,M23620,M,297.4,308.7,1392,46.4,174,0,0,0,0,0,0,6763.7233194726805,11.300000000000011,1
8762,L55941,L,297.5,308.8,1417,49.8,177,0,0,0,0,0,0,7389.717071626982,11.300000000000011,0
8763,H38176,H,297.5,308.8,1824,24.0,179,0,0,0,0,0,0,4584.212000118226,11.300000000000011,2
8764,L55943,L,297.5,308.8,1603,36.7,184,0,0,0,0,0,0,6160.673665665096,11.300000000000011,0
8765,L55944,L,297.4,308.8,1620,33.4,186,0,0,0,0,0,0,5666.17651001455,11.400000000000034,0
8766,L55945,L,297.4,308.8,1353,49.4,188,0,0,0,0,0,0,6999.2799366388435,11.400000000000034,0
8767,L55946,L,297.5,308.8,1360,50.7,190,0,0,0,0,0,0,7220.636555010781,11.300000000000011,0
8768,L55947,L,297.5,308.6,1380,53.5,192,0,0,0,0,0,0,7731.459520484482,11.100000000000023,0
